,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
3687,mercedes-benz,e-class,2015,premium unleaded (required),329.0,6.0,automatic,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,29,20,617,62350
3688,mercedes-benz,e-class,2016,premium unleaded (required),329.0,6.0,automatic,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,29,20,617,63100
3689,mercedes-benz,e-class,2016,premium unleaded (required),302.0,6.0,automatic,all wheel drive,4.0,"Luxury,Performance",Midsize,Wagon,27,20,617,59900
3690,mercedes-benz,e-class,2016,premium unleaded (required),302.0,6.0,automatic,all wheel drive,4.0,"Luxury,Performance",Midsize,Wagon,27,20,617,59900
3691,mercedes-benz,e-class,2016,diesel,195.0,4.0,automatic,all wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,38,27,617,55150
3692,mercedes-benz,e-class,2016,premium unleaded (required),302.0,6.0,automatic,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,29,20,617,53100
3693,mercedes-benz,e-class,2016,premium unleaded (required),329.0,6.0,automatic,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,28,20,617,65600
3694,mercedes-benz,e-class,2016,premium unleaded (required),577.0,8.0,automatic,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,22,15,617,101700
3695,mercedes-benz,e-class,2016,premium unleaded (required),302.0,6.0,automatic,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,29,20,617,53100
3696,mercedes-benz,e-class,2016,premium unleaded (required),302.0,6.0,automatic,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,28,20,617,55600
3697,mercedes-benz,e-class,2016,premium unleaded (required),329.0,6.0,automatic,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,29,20,617,54200
3698,mercedes-benz,e-class,2016,premium unleaded (required),402.0,8.0,automatic,rear wheel drive,2.0,"Luxury,High-Performance",Midsize,Coupe,26,18,617,60300
3699,mercedes-benz,e-class,2016,premium unleaded (required),329.0,6.0,automatic,rear wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,29,20,617,62250
3700,mercedes-benz,e-class,2016,diesel,195.0,4.0,automatic,all wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,38,27,617,55150
3701,mercedes-benz,e-class,2016,premium unleaded (required),302.0,6.0,automatic,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,28,20,617,55600
3702,mercedes-benz,e-class,2016,premium unleaded (required),402.0,8.0,automatic,rear wheel drive,2.0,"Luxury,High-Performance",Midsize,Convertible,26,17,617,68700
3703,mercedes-benz,e-class,2016,premium unleaded (required),577.0,8.0,automatic,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Wagon,21,15,617,104300
3704,mercedes-benz,e-class,2016,diesel,195.0,4.0,automatic,rear wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,42,28,617,52650
3705,mercedes-benz,e-class,2016,diesel,195.0,4.0,automatic,rear wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,42,28,617,52650
3706,mercedes-benz,e-class,2016,premium unleaded (required),329.0,6.0,automatic,all wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,28,20,617,56700
3707,mercedes-benz,e-class,2017,premium unleaded (required),329.0,6.0,automatic,rear wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,29,20,617,62600
3708,mercedes-benz,e-class,2017,premium unleaded (required),241.0,4.0,automatic,all wheel drive,4.0,Luxury,Midsize,Sedan,29,22,617,54650
3709,mercedes-benz,e-class,2017,premium unleaded (required),241.0,4.0,automatic,all wheel drive,4.0,Luxury,Midsize,Sedan,29,22,617,54650
3710,mercedes-benz,e-class,2017,premium unleaded (required),329.0,6.0,automatic,all wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,28,20,617,57050
3711,mercedes-benz,e-class,2017,premium unleaded (required),241.0,4.0,automatic,rear wheel drive,4.0,Luxury,Midsize,Sedan,30,22,617,52150
3712,mercedes-benz,e-class,2017,premium unleaded (required),241.0,4.0,automatic,rear wheel drive,4.0,Luxury,Midsize,Sedan,30,22,617,52150
3713,mercedes-benz,e-class,2017,premium unleaded (required),329.0,6.0,automatic,rear wheel drive,2.0,"Luxury,High-Performance",Midsize,Coupe,29,20,617,54550
3714,mercedes-benz,e-class,2017,premium unleaded (required),402.0,8.0,automatic,rear wheel drive,2.0,"Luxury,High-Performance",Midsize,Coupe,26,18,617,60650
3715,mercedes-benz,e-class,2017,premium unleaded (required),402.0,8.0,automatic,rear wheel drive,2.0,"Luxury,High-Performance",Midsize,Convertible,25,17,617,69100
3720,ford,e-series van,2012,flex-fuel (unleaded/E85),255.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Large,Cargo Van,16,12,5657,31460
3721,ford,e-series van,2012,flex-fuel (unleaded/E85),225.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Midsize,Cargo Van,17,13,5657,26630
3722,ford,e-series van,2012,flex-fuel (unleaded/E85),225.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Midsize,Cargo Van,17,13,5657,27630
3723,ford,e-series van,2012,flex-fuel (unleaded/E85),225.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Large,Cargo Van,17,13,5657,28985
3724,ford,e-series van,2012,flex-fuel (unleaded/E85),225.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Large,Cargo Van,17,13,5657,27840
3725,ford,e-series van,2012,flex-fuel (unleaded/E85),255.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Midsize,Cargo Van,16,12,5657,30560
3726,ford,e-series van,2013,flex-fuel (unleaded/E85),225.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Midsize,Cargo Van,17,13,5657,27325
3727,ford,e-series van,2013,flex-fuel (unleaded/E85),255.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Midsize,Cargo Van,16,12,5657,31485
3728,ford,e-series van,2013,flex-fuel (unleaded/E85),225.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Large,Cargo Van,17,13,5657,30145
3729,ford,e-series van,2013,flex-fuel (unleaded/E85),225.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Midsize,Cargo Van,17,13,5657,28785
3730,ford,e-series van,2013,flex-fuel (unleaded/E85),225.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Large,Cargo Van,17,13,5657,28540
3731,ford,e-series van,2013,flex-fuel (unleaded/E85),255.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Large,Cargo Van,16,12,5657,32385
3732,ford,e-series van,2014,flex-fuel (unleaded/E85),225.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Midsize,Cargo Van,16,13,5657,28600
3733,ford,e-series van,2014,flex-fuel (unleaded/E85),255.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Midsize,Cargo Van,16,12,5657,32760
3734,ford,e-series van,2014,flex-fuel (unleaded/E85),225.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Midsize,Cargo Van,16,13,5657,30060
3735,ford,e-series van,2014,flex-fuel (unleaded/E85),225.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Large,Cargo Van,16,13,5657,31420
3736,ford,e-series van,2014,flex-fuel (unleaded/E85),255.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Large,Cargo Van,16,12,5657,33660
3737,ford,e-series van,2014,flex-fuel (unleaded/E85),225.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Large,Cargo Van,16,13,5657,29815
3738,ford,e-series wagon,2012,flex-fuel (unleaded/E85),225.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,16,13,5657,28760
3739,ford,e-series wagon,2012,flex-fuel (unleaded/E85),255.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,15,11,5657,34320
3740,ford,e-series wagon,2012,flex-fuel (unleaded/E85),255.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,15,11,5657,35620
3741,ford,e-series wagon,2012,flex-fuel (unleaded/E85),255.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,15,11,5657,34160
3742,ford,e-series wagon,2012,flex-fuel (unleaded/E85),225.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,16,13,5657,31200
3743,ford,e-series wagon,2012,flex-fuel (unleaded/E85),255.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,15,11,5657,31855
3744,ford,e-series wagon,2013,flex-fuel (unleaded/E85),255.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,15,11,5657,35245
3745,ford,e-series wagon,2013,flex-fuel (unleaded/E85),255.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,15,11,5657,36545
3746,ford,e-series wagon,2013,flex-fuel (unleaded/E85),255.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,15,11,5657,32785
3747,ford,e-series wagon,2013,flex-fuel (unleaded/E85),255.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,15,11,5657,35085
3748,ford,e-series wagon,2013,flex-fuel (unleaded/E85),225.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,16,13,5657,29455
3749,ford,e-series wagon,2013,flex-fuel (unleaded/E85),225.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,16,13,5657,31900
3750,ford,e-series wagon,2014,flex-fuel (unleaded/E85),225.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,16,13,5657,32675
3751,ford,e-series wagon,2014,flex-fuel (unleaded/E85),255.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,15,11,5657,37320
3752,ford,e-series wagon,2014,flex-fuel (unleaded/E85),255.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,15,11,5657,36020
3753,ford,e-series wagon,2014,flex-fuel (unleaded/E85),255.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,15,11,5657,35860
3754,ford,e-series wagon,2014,flex-fuel (unleaded/E85),255.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,15,11,5657,33560
3755,ford,e-series wagon,2014,flex-fuel (unleaded/E85),225.0,8.0,automatic,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,16,13,5657,30230
3756,mercedes-benz,e55 amg,1999,regular unleaded,349.0,8.0,automatic,rear wheel drive,4.0,"Factory Tuner,Luxury,Performance",Midsize,Sedan,21,15,617,5878
3757,mercedes-benz,e55 amg,2000,regular unleaded,349.0,8.0,automatic,rear wheel drive,4.0,"Factory Tuner,Luxury,Performance",Midsize,Sedan,21,15,617,6120
3771,mitsubishi,eclipse spyder,2010,premium unleaded (recommended),265.0,6.0,automatic,front wheel drive,2.0,Performance,Compact,Convertible,24,16,436,32599
3772,mitsubishi,eclipse spyder,2011,premium unleaded (recommended),265.0,6.0,automatic,front wheel drive,2.0,Performance,Compact,Convertible,24,16,436,32599
3775,mitsubishi,eclipse spyder,2012,premium unleaded (recommended),265.0,6.0,automatic,front wheel drive,2.0,Performance,Compact,Convertible,24,16,436,32599
3777,mitsubishi,eclipse,2010,regular unleaded,162.0,4.0,automatic,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,27,20,436,24699
3778,mitsubishi,eclipse,2010,regular unleaded,162.0,4.0,manual,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,28,20,436,20699
3779,mitsubishi,eclipse,2010,premium unleaded (recommended),265.0,6.0,automatic,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,24,16,436,29089
3780,mitsubishi,eclipse,2010,regular unleaded,162.0,4.0,automatic,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,27,20,436,21699
3781,mitsubishi,eclipse,2010,premium unleaded (recommended),265.0,6.0,manual,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,25,16,436,28089
3782,mitsubishi,eclipse,2011,regular unleaded,162.0,4.0,automatic,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,28,20,436,24699
3783,mitsubishi,eclipse,2011,regular unleaded,162.0,4.0,automatic,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,28,20,436,19999
3784,mitsubishi,eclipse,2011,regular unleaded,162.0,4.0,manual,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,28,20,436,18999
3785,mitsubishi,eclipse,2011,premium unleaded (recommended),265.0,6.0,automatic,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,25,17,436,29089
3786,mitsubishi,eclipse,2012,regular unleaded,162.0,4.0,manual,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,28,20,436,19499
3787,mitsubishi,eclipse,2012,regular unleaded,162.0,4.0,automatic,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,28,20,436,20499
3788,mitsubishi,eclipse,2012,regular unleaded,162.0,4.0,automatic,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,28,20,436,24699
3789,mitsubishi,eclipse,2012,premium unleaded (recommended),265.0,6.0,automatic,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,25,17,436,29089
3790,mitsubishi,eclipse,2012,regular unleaded,162.0,4.0,automatic,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,28,20,436,24699
3791,ford,edge,2015,premium unleaded (recommended),245.0,4.0,automatic,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,20,5657,30095
3792,ford,edge,2015,premium unleaded (recommended),245.0,4.0,automatic,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,20,5657,33495
3793,ford,edge,2015,premium unleaded (recommended),245.0,4.0,automatic,front wheel drive,4.0,Crossover,Midsize,4dr SUV,30,20,5657,28100
3794,ford,edge,2015,premium unleaded (recommended),245.0,4.0,automatic,front wheel drive,4.0,Crossover,Midsize,4dr SUV,30,20,5657,31500
3795,ford,edge,2015,regular unleaded,315.0,6.0,automatic,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,17,5657,40095
3796,ford,edge,2015,regular unleaded,315.0,6.0,automatic,front wheel drive,4.0,Crossover,Midsize,4dr SUV,27,18,5657,38100
3797,ford,edge,2015,premium unleaded (recommended),245.0,4.0,automatic,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,20,5657,37595
3798,ford,edge,2015,premium unleaded (recommended),245.0,4.0,automatic,front wheel drive,4.0,Crossover,Midsize,4dr SUV,30,20,5657,35600
3799,ford,edge,2016,premium unleaded (recommended),245.0,4.0,automatic,front wheel drive,4.0,Crossover,Midsize,4dr SUV,30,20,5657,28700
3800,ford,edge,2016,premium unleaded (recommended),245.0,4.0,automatic,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,20,5657,30695
3801,ford,edge,2016,premium unleaded (recommended),245.0,4.0,automatic,front wheel drive,4.0,Crossover,Midsize,4dr SUV,30,20,5657,31790
3802,ford,edge,2016,premium unleaded (recommended),245.0,4.0,automatic,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,20,5657,37595
3803,ford,edge,2016,regular unleaded,315.0,6.0,automatic,all wheel drive,4.0,"Crossover,Performance",Midsize,4dr SUV,24,17,5657,40900
3804,ford,edge,2016,premium unleaded (recommended),245.0,4.0,automatic,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,20,5657,33785
3805,ford,edge,2016,premium unleaded (recommended),245.0,4.0,automatic,front wheel drive,4.0,Crossover,Midsize,4dr SUV,30,20,5657,35600
3806,ford,edge,2017,premium unleaded (recommended),245.0,4.0,automatic,front wheel drive,4.0,Crossover,Midsize,4dr SUV,29,21,5657,28950
3807,ford,edge,2017,premium unleaded (recommended),245.0,4.0,automatic,all wheel drive,4.0,Crossover,Midsize,4dr SUV,27,20,5657,37595
3808,ford,edge,2017,regular unleaded,315.0,6.0,automatic,all wheel drive,4.0,"Crossover,Performance",Midsize,4dr SUV,24,17,5657,40900
3809,ford,edge,2017,premium unleaded (recommended),245.0,4.0,automatic,all wheel drive,4.0,Crossover,Midsize,4dr SUV,27,20,5657,30945
3810,ford,edge,2017,premium unleaded (recommended),245.0,4.0,automatic,all wheel drive,4.0,Crossover,Midsize,4dr SUV,27,20,5657,33785
3811,ford,edge,2017,premium unleaded (recommended),245.0,4.0,automatic,front wheel drive,4.0,Crossover,Midsize,4dr SUV,29,20,5657,31790
3812,ford,edge,2017,premium unleaded (recommended),245.0,4.0,automatic,front wheel drive,4.0,Crossover,Midsize,4dr SUV,29,20,5657,35600
3838,hyundai,elantra gt,2015,regular unleaded,173.0,4.0,automatic,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,1439,19800
3839,hyundai,elantra gt,2015,regular unleaded,173.0,4.0,manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,34,24,1439,18800
3840,hyundai,elantra gt,2016,regular unleaded,173.0,4.0,manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,1439,18800
3841,hyundai,elantra gt,2016,regular unleaded,173.0,4.0,automatic,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,1439,19800
3842,hyundai,elantra gt,2017,regular unleaded,173.0,4.0,manual,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,32,24,1439,18800
3843,hyundai,elantra gt,2017,regular unleaded,173.0,4.0,automatic,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,32,24,1439,19800
3844,hyundai,elantra touring,2010,regular unleaded,138.0,4.0,automatic,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,30,23,1439,17195
3845,hyundai,elantra touring,2010,regular unleaded,138.0,4.0,automatic,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,30,23,1439,19795
3846,hyundai,elantra touring,2010,regular unleaded,138.0,4.0,manual,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,31,23,1439,15995
3847,hyundai,elantra touring,2010,regular unleaded,138.0,4.0,manual,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,31,23,1439,18995
3848,hyundai,elantra touring,2011,regular unleaded,138.0,4.0,manual,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,31,23,1439,15995
3849,hyundai,elantra touring,2011,regular unleaded,138.0,4.0,manual,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,31,23,1439,19495
3850,hyundai,elantra touring,2011,regular unleaded,138.0,4.0,automatic,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,30,23,1439,17195
3851,hyundai,elantra touring,2011,regular unleaded,138.0,4.0,automatic,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,30,23,1439,20295
3852,hyundai,elantra touring,2012,regular unleaded,138.0,4.0,automatic,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,30,23,1439,17195
3853,hyundai,elantra touring,2012,regular unleaded,138.0,4.0,manual,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,31,23,1439,15995
3854,hyundai,elantra touring,2012,regular unleaded,138.0,4.0,manual,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,31,23,1439,19495
3855,hyundai,elantra touring,2012,regular unleaded,138.0,4.0,automatic,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,30,23,1439,20295
3863,hyundai,elantra,2016,regular unleaded,173.0,4.0,automatic,front wheel drive,4.0,Performance,Compact,Sedan,35,24,1439,21250
3867,hyundai,elantra,2016,regular unleaded,173.0,4.0,manual,front wheel drive,4.0,Performance,Compact,Sedan,34,24,1439,20250
3880,cadillac,eldorado,2000,regular unleaded,275.0,8.0,automatic,front wheel drive,2.0,Luxury,Large,Coupe,25,15,1624,2905
3881,cadillac,eldorado,2000,regular unleaded,300.0,8.0,automatic,front wheel drive,2.0,Luxury,Large,Coupe,25,15,1624,3257
3882,cadillac,eldorado,2001,regular unleaded,300.0,8.0,automatic,front wheel drive,2.0,Luxury,Large,Coupe,25,15,1624,44011
3883,cadillac,eldorado,2001,regular unleaded,275.0,8.0,automatic,front wheel drive,2.0,Luxury,Large,Coupe,25,15,1624,40436
3884,cadillac,eldorado,2002,regular unleaded,300.0,8.0,automatic,front wheel drive,2.0,Luxury,Large,Coupe,25,16,1624,47660
3885,cadillac,eldorado,2002,regular unleaded,300.0,8.0,automatic,front wheel drive,2.0,Luxury,Large,Coupe,25,16,1624,45265
3886,cadillac,eldorado,2002,regular unleaded,275.0,8.0,automatic,front wheel drive,2.0,Luxury,Large,Coupe,25,16,1624,42130
3891,honda,element,2009,regular unleaded,166.0,4.0,manual,all wheel drive,4.0,Crossover,Compact,4dr SUV,23,18,2202,22785
3892,honda,element,2009,regular unleaded,166.0,4.0,automatic,front wheel drive,4.0,Crossover,Compact,4dr SUV,25,20,2202,25770
3893,honda,element,2009,regular unleaded,166.0,4.0,manual,front wheel drive,4.0,Crossover,Compact,4dr SUV,23,18,2202,23270
3894,honda,element,2009,regular unleaded,166.0,4.0,automatic,all wheel drive,4.0,Crossover,Compact,4dr SUV,24,19,2202,23585
3895,honda,element,2009,regular unleaded,166.0,4.0,automatic,front wheel drive,4.0,Crossover,Compact,4dr SUV,25,20,2202,20275
3896,honda,element,2009,regular unleaded,166.0,4.0,automatic,front wheel drive,4.0,Crossover,Compact,4dr SUV,25,20,2202,24085
3897,honda,element,2009,regular unleaded,166.0,4.0,automatic,all wheel drive,4.0,Crossover,Compact,4dr SUV,24,19,2202,25285
3898,honda,element,2009,regular unleaded,166.0,4.0,automatic,all wheel drive,4.0,Crossover,Compact,4dr SUV,24,19,2202,21475
3899,honda,element,2009,regular unleaded,166.0,4.0,automatic,front wheel drive,4.0,Crossover,Compact,4dr SUV,25,20,2202,24070
3900,honda,element,2009,regular unleaded,166.0,4.0,automatic,front wheel drive,4.0,Crossover,Compact,4dr SUV,25,20,2202,22385
3901,honda,element,2010,regular unleaded,166.0,4.0,automatic,all wheel drive,4.0,Crossover,Compact,4dr SUV,24,19,2202,23885
3902,honda,element,2010,regular unleaded,166.0,4.0,automatic,front wheel drive,4.0,Crossover,Compact,4dr SUV,25,20,2202,22635
3903,honda,element,2010,regular unleaded,166.0,4.0,automatic,front wheel drive,4.0,Crossover,Compact,4dr SUV,25,20,2202,24335
3904,honda,element,2010,regular unleaded,166.0,4.0,automatic,all wheel drive,4.0,Crossover,Compact,4dr SUV,24,19,2202,25585
3905,honda,element,2010,regular unleaded,166.0,4.0,automatic,front wheel drive,4.0,Crossover,Compact,4dr SUV,25,20,2202,20525
3906,honda,element,2010,regular unleaded,166.0,4.0,automatic,all wheel drive,4.0,Crossover,Compact,4dr SUV,24,19,2202,21775
3907,honda,element,2010,regular unleaded,166.0,4.0,automatic,front wheel drive,4.0,Crossover,Compact,4dr SUV,25,20,2202,24320
3908,honda,element,2011,regular unleaded,166.0,4.0,automatic,all wheel drive,4.0,Crossover,Compact,4dr SUV,24,19,2202,24185
3909,honda,element,2011,regular unleaded,166.0,4.0,automatic,all wheel drive,4.0,Crossover,Compact,4dr SUV,24,19,2202,22075
3910,honda,element,2011,regular unleaded,166.0,4.0,automatic,front wheel drive,4.0,Crossover,Compact,4dr SUV,25,20,2202,20825
3911,honda,element,2011,regular unleaded,166.0,4.0,automatic,front wheel drive,4.0,Crossover,Compact,4dr SUV,25,20,2202,22935
3912,lotus,elise,2009,premium unleaded (required),189.0,4.0,manual,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,27,21,613,43995
3913,lotus,elise,2009,premium unleaded (required),218.0,4.0,manual,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,26,20,613,54990
3914,lotus,elise,2009,premium unleaded (required),189.0,4.0,manual,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,27,21,613,47250
3915,lotus,elise,2010,premium unleaded (required),189.0,4.0,manual,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,27,21,613,47250
3916,lotus,elise,2010,premium unleaded (required),218.0,4.0,manual,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,26,20,613,54990
3917,lotus,elise,2011,premium unleaded (required),189.0,4.0,manual,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,27,21,613,51845
3918,lotus,elise,2011,premium unleaded (required),217.0,4.0,manual,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,26,20,613,54990
3919,lotus,elise,2011,premium unleaded (required),217.0,4.0,manual,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,26,20,613,57950
3920,buick,enclave,2015,regular unleaded,288.0,6.0,automatic,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,16,155,49305
3921,buick,enclave,2015,regular unleaded,288.0,6.0,automatic,front wheel drive,4.0,Crossover,Midsize,4dr SUV,24,17,155,39050
3922,buick,enclave,2015,regular unleaded,288.0,6.0,automatic,front wheel drive,4.0,Crossover,Midsize,4dr SUV,24,17,155,43450
3923,buick,enclave,2015,regular unleaded,288.0,6.0,automatic,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,16,155,45450
3924,buick,enclave,2015,regular unleaded,288.0,6.0,automatic,front wheel drive,4.0,Crossover,Midsize,4dr SUV,24,17,155,47305
3925,buick,enclave,2016,regular unleaded,288.0,6.0,automatic,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,155,43660
3926,buick,enclave,2016,regular unleaded,288.0,6.0,automatic,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,155,49515
3927,buick,enclave,2016,regular unleaded,288.0,6.0,automatic,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,155,39065
3928,buick,enclave,2016,regular unleaded,288.0,6.0,automatic,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,155,47515
3929,buick,enclave,2016,regular unleaded,288.0,6.0,automatic,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,155,45660
3930,buick,enclave,2017,regular unleaded,288.0,6.0,automatic,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,155,39065
3931,buick,enclave,2017,regular unleaded,288.0,6.0,automatic,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,155,45765
3932,buick,enclave,2017,regular unleaded,288.0,6.0,automatic,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,155,47625
3933,buick,enclave,2017,regular unleaded,288.0,6.0,automatic,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,155,43765
3934,buick,enclave,2017,regular unleaded,288.0,6.0,automatic,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,155,49625
3935,buick,encore,2015,regular unleaded,138.0,4.0,automatic,all wheel drive,4.0,Crossover,Compact,4dr SUV,30,23,155,29450
3936,buick,encore,2015,regular unleaded,138.0,4.0,automatic,all wheel drive,4.0,Crossover,Compact,4dr SUV,30,23,155,27655
3937,buick,encore,2015,regular unleaded,138.0,4.0,automatic,all wheel drive,4.0,Crossover,Compact,4dr SUV,30,23,155,25565
3938,buick,encore,2015,regular unleaded,138.0,4.0,automatic,front wheel drive,4.0,Crossover,Compact,4dr SUV,33,25,155,29435
3939,buick,encore,2015,regular unleaded,138.0,4.0,automatic,front wheel drive,4.0,Crossover,Compact,4dr SUV,33,25,155,27950
3940,buick,encore,2015,regular unleaded,138.0,4.0,automatic,front wheel drive,4.0,Crossover,Compact,4dr SUV,33,25,155,24065
